slug,url,name,price,area,rooms,build_year,utilities,location,location_lat,location_lon,heating,floor,building_floors,state,market,ownership,ad_type,collage,scrapped_date,luxury_level
3-wymiary-bronowice-ID4v1Ae,https://www.otodom.pl/pl/oferta/3-wymiary-bronowice-ID4v1Ae,3 Wymiary Bronowice,,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Bronowice Wielkie', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.09434,19.90835,,,,,primary,,business,otodom_photos/3-wymiary-bronowice-ID4v1Ae/3-wymiary-bronowice-ID4v1Ae_collage.jpg,2025-05-31,-1.0
klucze-od-razu-4-pokoje-ktore-pokochasz-od-pierwszego-wejrzenia-ID4vCvF,https://www.otodom.pl/pl/oferta/klucze-od-razu-4-pokoje-ktore-pokochasz-od-pierwszego-wejrzenia-ID4vCvF,"❤️ Klucze od razu | 4 pokoje, które pokochasz od pierwszego wejrzenia",1399946.0,80.91,4,2025.0,"['internet', 'telewizja kablowa', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'balkon', 'pom. użytkowe', 'garaż/miejsce parkingowe', 'piwnica', 'winda', 'klimatyzacja']","['Piaski Wielkie', 'Podgórze Duchackie', 'Kraków', 'małopolskie']",50.010829902613,19.977431368564,urban,floor_6,7.0,ready_to_use,secondary,full_ownership,business,otodom_photos/klucze-od-razu-4-pokoje-ktore-pokochasz-od-pierwszego-wejrzenia-ID4vCvF/klucze-od-razu-4-pokoje-ktore-pokochasz-od-pierwszego-wejrzenia-ID4vCvF_collage.jpg,2025-05-31,8.0
wislane-tarasy-2-0-bud-c-ID4uatX,https://www.otodom.pl/pl/oferta/wislane-tarasy-2-0-bud-c-ID4uatX,Wiślane Tarasy 2.0 bud. C,873744.0,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Grzegórzki', 'Grzegórzki', 'Kraków', 'małopolskie']",50.055583269687,19.963902772312,,,,,primary,,business,otodom_photos/wislane-tarasy-2-0-bud-c-ID4uatX/wislane-tarasy-2-0-bud-c-ID4uatX_collage.jpg,2025-05-31,9.0
mieszkanie-swietne-na-wynajem-pradnik-bialy-ID4vDQk,https://www.otodom.pl/pl/oferta/mieszkanie-swietne-na-wynajem-pradnik-bialy-ID4vDQk,Mieszkanie świetne na wynajem. Prądnik Biały,499000.0,36.0,2,2008.0,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'piwnica', 'pom. użytkowe']","['Prądnik Biały', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.0987,19.9335,urban,floor_4,5.0,ready_to_use,secondary,full_ownership,business,otodom_photos/mieszkanie-swietne-na-wynajem-pradnik-bialy-ID4vDQk/mieszkanie-swietne-na-wynajem-pradnik-bialy-ID4vDQk_collage.jpg,2025-05-31,4.0
komfortowa-kawalerka-z-duzym-balkonem-swietna-lokalizacja-ID4vkHy,https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-z-duzym-balkonem-swietna-lokalizacja-ID4vkHy,Komfortowa kawalerka z dużym balkonem - Świetna lokalizacja,529000.0,25.69,1,2016.0,"['internet', 'telewizja kablowa', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'pralka', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'balkon', 'winda']","['Ruczaj', 'Dębniki', 'Kraków', 'małopolskie']",50.029852017603,19.925614804117,urban,floor_6,10.0,ready_to_use,secondary,full_ownership,private,otodom_photos/komfortowa-kawalerka-z-duzym-balkonem-swietna-lokalizacja-ID4vkHy/komfortowa-kawalerka-z-duzym-balkonem-swietna-lokalizacja-ID4vkHy_collage.jpg,2025-05-31,5.0
od-wlasciciela-rakowicka-wysoki-standard-2pok-ID4vvQh,https://www.otodom.pl/pl/oferta/od-wlasciciela-rakowicka-wysoki-standard-2pok-ID4vvQh,Od właściciela| Rakowicka | Wysoki standard |2pok.,1199000.0,50.16,2,2020.0,"['internet', 'telewizja kablowa', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'teren zamknięty', 'pralka', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'telewizor', 'garaż/miejsce parkingowe', 'ogródek', 'taras', 'winda', 'klimatyzacja']","['Osiedle Oficerskie', 'Grzegórzki', 'Kraków', 'małopolskie']",50.068246633348,19.955192232666,urban,ground_floor,6.0,ready_to_use,secondary,full_ownership,private,otodom_photos/od-wlasciciela-rakowicka-wysoki-standard-2pok-ID4vvQh/od-wlasciciela-rakowicka-wysoki-standard-2pok-ID4vvQh_collage.jpg,2025-05-31,9.0
mieszkanie-2-pokoje-52m-ul-lipinskiego-balkon-ID4wVHx,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-52m-ul-lipinskiego-balkon-ID4wVHx,"Mieszkanie 2 pokoje, 52m, ul. Lipińskiego, balkon",750000.0,52.42,2,1987.0,"['domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'klimatyzacja', 'balkon', 'piwnica', 'oddzielna kuchnia']","['Ruczaj', 'Dębniki', 'Kraków', 'małopolskie']",50.0287603,19.9235892,urban,floor_3,4.0,ready_to_use,secondary,limited_ownership,private,otodom_photos/mieszkanie-2-pokoje-52m-ul-lipinskiego-balkon-ID4wVHx/mieszkanie-2-pokoje-52m-ul-lipinskiego-balkon-ID4wVHx_collage.jpg,2025-05-31,5.0
link-bunscha-ID4ua2K,https://www.otodom.pl/pl/oferta/link-bunscha-ID4ua2K,Link Bunscha,,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Skotniki', 'Dębniki', 'Kraków', 'małopolskie']",50.016103962597,19.885244542329,,,,,primary,,business,otodom_photos/link-bunscha-ID4ua2K/link-bunscha-ID4ua2K_collage.jpg,2025-05-31,-1.0
3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMx,https://www.otodom.pl/pl/oferta/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMx,3-poziom. apartament| garaż| ogródek| antresola,2849000.0,198.0,6,2026.0,"['internet', 'balkon', 'garaż/miejsce parkingowe', 'oddzielna kuchnia']","['Bronowice', 'Bronowice', 'Kraków', 'małopolskie']",50.078136,19.896283,,,2.0,,primary,,business,otodom_photos/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMx/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMx_collage.jpg,2025-05-31,7.0
3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMy,https://www.otodom.pl/pl/oferta/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMy,3-poziom. apartament| garaż| ogródek| antresola,2023000.0,189.91,5,2026.0,"['internet', 'balkon', 'garaż/miejsce parkingowe', 'oddzielna kuchnia']","['Bronowice', 'Bronowice', 'Kraków', 'małopolskie']",50.078136,19.896283,,,2.0,,primary,,business,otodom_photos/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMy/3-poziom-apartament-garaz-ogrodek-antresola-ID4vDMy_collage.jpg,2025-05-31,8.0
wyposazone-i-eleganckie-2-pok-balkon-taras-garaz-ID4vDMu,https://www.otodom.pl/pl/oferta/wyposazone-i-eleganckie-2-pok-balkon-taras-garaz-ID4vDMu,"wyposażone i eleganckie|2 pok.|balkon,taras,garaż",769000.0,52.25,2,2020.0,"['klimatyzacja', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'taras']","['Złocień', 'Bieżanów-Prokocim', 'Kraków', 'małopolskie']",50.019501,20.060027,urban,ground_floor,4.0,ready_to_use,secondary,full_ownership,business,otodom_photos/wyposazone-i-eleganckie-2-pok-balkon-taras-garaz-ID4vDMu/wyposazone-i-eleganckie-2-pok-balkon-taras-garaz-ID4vDMu_collage.jpg,2025-05-31,8.0
skalka-residence-ID4w9Wb,https://www.otodom.pl/pl/oferta/skalka-residence-ID4w9Wb,Skałka Residence,,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Zakrzówek', 'Dębniki', 'Kraków', 'małopolskie']",50.038706805697,19.9248423,,,,,primary,,business,otodom_photos/skalka-residence-ID4w9Wb/skalka-residence-ID4w9Wb_collage.jpg,2025-05-31,4.0
bezposrednio-3-pokoje-osiedle-centrum-a-ID4vcwJ,https://www.otodom.pl/pl/oferta/bezposrednio-3-pokoje-osiedle-centrum-a-ID4vcwJ,"Bezpośrednio, 3 pokoje, osiedle Centrum A",850000.0,74.62,3,1950.0,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'kuchenka', 'piekarnik', 'pom. użytkowe', 'piwnica', 'winda', 'oddzielna kuchnia']","['Nowa Huta', 'Nowa Huta', 'Kraków', 'małopolskie']",50.0716167,20.0425982,urban,floor_4,6.0,to_renovation,secondary,full_ownership,private,otodom_photos/bezposrednio-3-pokoje-osiedle-centrum-a-ID4vcwJ/bezposrednio-3-pokoje-osiedle-centrum-a-ID4vcwJ_collage.jpg,2025-05-31,-1.0
bartla-kliny-nowoczesne-bardzo-ladne-2pok-spokojne-miejsce-rezerwuj-ID4vCfy,https://www.otodom.pl/pl/oferta/bartla-kliny-nowoczesne-bardzo-ladne-2pok-spokojne-miejsce-rezerwuj-ID4vCfy,"Bartla.Kliny.Nowoczesne,bardzo ładne 2pok. Spokojne Miejsce,Rezerwuj",556000.0,43.23,2,2017.0,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'balkon', 'oddzielna kuchnia']","['Kliny', 'Swoszowice', 'Kraków', 'małopolskie']",49.9988965,19.8958449,boiler_room,floor_2,3.0,ready_to_use,secondary,full_ownership,business,otodom_photos/bartla-kliny-nowoczesne-bardzo-ladne-2pok-spokojne-miejsce-rezerwuj-ID4vCfy/bartla-kliny-nowoczesne-bardzo-ladne-2pok-spokojne-miejsce-rezerwuj-ID4vCfy_collage.jpg,2025-05-31,5.0
kapelanka-pychowicka-bud-b-ID4ugyo,https://www.otodom.pl/pl/oferta/kapelanka-pychowicka-bud-b-ID4ugyo,Kapelanka - Pychowicka bud. B,,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Zakrzówek', 'Dębniki', 'Kraków', 'małopolskie']",50.033557777012,19.921367554589,,,,,primary,,business,otodom_photos/kapelanka-pychowicka-bud-b-ID4ugyo/kapelanka-pychowicka-bud-b-ID4ugyo_collage.jpg,2025-05-31,-1.0
2-pokojowe-mieszkanie-37m2-z-balkonem-bez-prowizji-ID4rR3T,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-z-balkonem-bez-prowizji-ID4rR3T,2-pokojowe mieszkanie 37m2 z balkonem | bez prowizji,574000.0,37.05,2,1997.0,"['internet', 'telewizja kablowa', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'pom. użytkowe']","['Ruczaj', 'Dębniki', 'Kraków', 'małopolskie']",50.031408594998,19.920006144402,gas,floor_5,5.0,ready_to_use,secondary,limited_ownership,private,otodom_photos/2-pokojowe-mieszkanie-37m2-z-balkonem-bez-prowizji-ID4rR3T/2-pokojowe-mieszkanie-37m2-z-balkonem-bez-prowizji-ID4rR3T_collage.jpg,2025-05-31,-1.0
3-pokoje-wyposazone-do-wejscia-balkon-ID4vDM7,https://www.otodom.pl/pl/oferta/3-pokoje-wyposazone-do-wejscia-balkon-ID4vDM7,3 Pokoje | Wyposażone | Do wejścia | Balkon,670000.0,50.0,3,2016.0,"['internet', 'telewizja kablowa', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'pralka', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'balkon', 'pom. użytkowe']","['Opatkowice', 'Swoszowice', 'Kraków', 'małopolskie']",49.9885464,19.9067079,urban,floor_3,3.0,ready_to_use,secondary,full_ownership,business,otodom_photos/3-pokoje-wyposazone-do-wejscia-balkon-ID4vDM7/3-pokoje-wyposazone-do-wejscia-balkon-ID4vDM7_collage.jpg,2025-05-31,6.0
wille-miejskie-4-0-ID4qnyL,https://www.otodom.pl/pl/oferta/wille-miejskie-4-0-ID4qnyL,Wille Miejskie 4.0,690000.0,68.23,4,2024.0,"['internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'taras', 'dwupoziomowe']","['Wróblowice', 'Swoszowice', 'Kraków', 'małopolskie']",49.976709696225,19.946160945816,gas,ground_floor,3.0,to_completion,primary,full_ownership,private,otodom_photos/wille-miejskie-4-0-ID4qnyL/wille-miejskie-4-0-ID4qnyL_collage.jpg,2025-05-31,-1.0
3-pokojowe-mieszkanie-66m2-loggia-bezposrednio-ID4uhSr,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-loggia-bezposrednio-ID4uhSr,3-pokojowe mieszkanie 66m2 + loggia Bezpośrednio,894780.0,66.28,3,2026.0,"['garaż/miejsce parkingowe', 'winda']","['Płaszów', 'Podgórze', 'Kraków', 'małopolskie']",50.045121945342,19.985406558189,,floor_1,4.0,to_completion,primary,full_ownership,business,otodom_photos/3-pokojowe-mieszkanie-66m2-loggia-bezposrednio-ID4uhSr/3-pokojowe-mieszkanie-66m2-loggia-bezposrednio-ID4uhSr_collage.jpg,2025-05-31,-1.0
pekowicka-96-ID4t4tn,https://www.otodom.pl/pl/oferta/pekowicka-96-ID4t4tn,Pękowicka 96,531119.0,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Tonie', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.10122,19.91452,,,,,primary,,business,otodom_photos/pekowicka-96-ID4t4tn/pekowicka-96-ID4t4tn_collage.jpg,2025-05-31,6.0
3-pokojowe-mieszkanie-51m2-2-balkony-ID4ui4K,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-2-balkony-ID4ui4K,3-pokojowe mieszkanie 51m2 + 2 balkony,,51.83,3,2026.0,"['garaż/miejsce parkingowe', 'balkon', 'winda']","['Zabłocie', 'Podgórze', 'Kraków', 'małopolskie']",50.050380075464,19.966116112482,,floor_4,5.0,to_completion,primary,full_ownership,business,otodom_photos/3-pokojowe-mieszkanie-51m2-2-balkony-ID4ui4K/3-pokojowe-mieszkanie-51m2-2-balkony-ID4ui4K_collage.jpg,2025-05-31,-1.0
craft-zablocie-ID4ui3u,https://www.otodom.pl/pl/oferta/craft-zablocie-ID4ui3u,Craft Zabłocie,,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Zabłocie', 'Podgórze', 'Kraków', 'małopolskie']",50.050380075464,19.966116112482,,,,,primary,,business,otodom_photos/craft-zablocie-ID4ui3u/craft-zablocie-ID4ui3u_collage.jpg,2025-05-31,8.0
piasta-towers-ID4uatL,https://www.otodom.pl/pl/oferta/piasta-towers-ID4uatL,Piasta Towers,567892.0,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Mistrzejowice', 'Mistrzejowice', 'Kraków', 'małopolskie']",50.104755578014,20.010905144775,,,,,primary,,business,otodom_photos/piasta-towers-ID4uatL/piasta-towers-ID4uatL_collage.jpg,2025-05-31,8.0
clou-lindego-ID4ua2Q,https://www.otodom.pl/pl/oferta/clou-lindego-ID4ua2Q,CLoU Lindego,,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Bronowice', 'Bronowice', 'Kraków', 'małopolskie']",50.078764739954,19.875934625738,,,,,primary,,business,otodom_photos/clou-lindego-ID4ua2Q/clou-lindego-ID4ua2Q_collage.jpg,2025-05-31,9.0
tanie-mieszkanie-4-pokojowe-z-balkonem-kliny-ID4vDLb,https://www.otodom.pl/pl/oferta/tanie-mieszkanie-4-pokojowe-z-balkonem-kliny-ID4vDLb,Tanie mieszkanie 4 pokojowe z balkonem. Kliny,929000.0,88.0,4,2004.0,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe']","['Kliny', 'Swoszowice', 'Kraków', 'małopolskie']",50.00019401,19.89374035,,floor_3,3.0,ready_to_use,secondary,full_ownership,business,otodom_photos/tanie-mieszkanie-4-pokojowe-z-balkonem-kliny-ID4vDLb/tanie-mieszkanie-4-pokojowe-z-balkonem-kliny-ID4vDLb_collage.jpg,2025-05-31,6.0
3-pokojowe-mieszkanie-z-balkonem-os-podwawelskie-ludwinow-7-pietro-ID4w9nc,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-os-podwawelskie-ludwinow-7-pietro-ID4w9nc,3-pokojowe mieszkanie z balkonem – os.Podwawelskie-Ludwinów / 7 piętro,999920.0,57.5,3,,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'teren zamknięty', 'meble', 'kuchenka', 'piekarnik', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'oddzielna kuchnia', 'pom. użytkowe']","['Ludwinów', 'Dębniki', 'Kraków', 'małopolskie']",50.042953,19.932032,urban,floor_7,10.0,ready_to_use,secondary,limited_ownership,private,otodom_photos/3-pokojowe-mieszkanie-z-balkonem-os-podwawelskie-ludwinow-7-pietro-ID4w9nc/3-pokojowe-mieszkanie-z-balkonem-os-podwawelskie-ludwinow-7-pietro-ID4w9nc_collage.jpg,2025-05-31,6.0
ul-sklodowskiej-dwa-mieszkania-premium-ID4vjKe,https://www.otodom.pl/pl/oferta/ul-sklodowskiej-dwa-mieszkania-premium-ID4vjKe,Ul.Skłodowskiej DWA MIESZKANIA PREMIUM,1260000.0,66.0,3,1900.0,"['internet', 'telewizja kablowa', 'domofon / wideofon', 'monitoring / ochrona', 'teren zamknięty', 'meble', 'lodówka', 'kuchenka', 'balkon']","['Stare Miasto', 'Stare Miasto', 'Kraków', 'małopolskie']",50.06458,19.9382,other,ground_floor,3.0,,secondary,full_ownership,private,otodom_photos/ul-sklodowskiej-dwa-mieszkania-premium-ID4vjKe/ul-sklodowskiej-dwa-mieszkania-premium-ID4vjKe_collage.jpg,2025-05-31,8.0
mieszkanie-z-ogrodkiem-trzy-pokojowe-ID4vDL4,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-trzy-pokojowe-ID4vDL4,Mieszkanie z ogródkiem trzy pokojowe,899000.0,53.74,3,2016.0,"['telewizja kablowa', 'internet', 'lodówka', 'pralka', 'zmywarka', 'piekarnik', 'kuchenka', 'piwnica', 'winda', 'ogródek']","['Piaski Wielkie', 'Podgórze Duchackie', 'Kraków', 'małopolskie']",50.01143,19.97516,urban,ground_floor,12.0,,secondary,full_ownership,business,otodom_photos/mieszkanie-z-ogrodkiem-trzy-pokojowe-ID4vDL4/mieszkanie-z-ogrodkiem-trzy-pokojowe-ID4vDL4_collage.jpg,2025-05-31,8.0
look-up-house-ID4ui33,https://www.otodom.pl/pl/oferta/look-up-house-ID4ui33,Look UP House,,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Prądnik Biały', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.095280561422,19.916914082392,,,,,primary,,business,otodom_photos/look-up-house-ID4ui33/look-up-house-ID4ui33_collage.jpg,2025-05-31,9.0
1-pokoj-42-m-balkon-kliny-2003r-ID4vDKY,https://www.otodom.pl/pl/oferta/1-pokoj-42-m-balkon-kliny-2003r-ID4vDKY,1 pokój | 42 m² | Balkon | Kliny | 2003r |,530000.0,42.2,1,2003.0,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe']","['Kliny', 'Swoszowice', 'Kraków', 'małopolskie']",50.00019401,19.89374035,,floor_2,3.0,ready_to_use,secondary,full_ownership,business,otodom_photos/1-pokoj-42-m-balkon-kliny-2003r-ID4vDKY/1-pokoj-42-m-balkon-kliny-2003r-ID4vDKY_collage.jpg,2025-05-31,5.0
sprzedam-mieszkanie-z-piwniczka-ID4v31Y,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-z-piwniczka-ID4v31Y,Sprzedam mieszkanie z piwniczką,497000.0,38.0,1,,"['telewizja kablowa', 'telefon', 'domofon / wideofon', 'piekarnik', 'kuchenka', 'telewizor', 'piwnica', 'garaż/miejsce parkingowe']","['Bronowice', 'Bronowice', 'Kraków', 'małopolskie']",50.0758682,19.9024312,urban,floor_2,3.0,ready_to_use,secondary,full_ownership,private,otodom_photos/sprzedam-mieszkanie-z-piwniczka-ID4v31Y/sprzedam-mieszkanie-z-piwniczka-ID4v31Y_collage.jpg,2025-05-31,3.0
wyjatkowe-2-mieszkania-w-1-gotowe-po-remoncie-ID4wWJe,https://www.otodom.pl/pl/oferta/wyjatkowe-2-mieszkania-w-1-gotowe-po-remoncie-ID4wWJe,"Wyjątkowe 2 mieszkania w 1, gotowe, po remoncie",1090000.0,70.4,4,1970.0,"['domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'pralka', 'piwnica']","['Azory', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.0864409,19.9092952,urban,floor_2,4.0,ready_to_use,secondary,full_ownership,private,otodom_photos/wyjatkowe-2-mieszkania-w-1-gotowe-po-remoncie-ID4wWJe/wyjatkowe-2-mieszkania-w-1-gotowe-po-remoncie-ID4wWJe_collage.jpg,2025-05-31,8.0
pekowicka-94-ID4t4tp,https://www.otodom.pl/pl/oferta/pekowicka-94-ID4t4tp,Pękowicka 94,549120.0,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Tonie', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.10122,19.91452,,,,,primary,,business,otodom_photos/pekowicka-94-ID4t4tp/pekowicka-94-ID4t4tp_collage.jpg,2025-05-31,7.0
apartament-w-historycznej-kamienicy-z-winda-ID4vcMx,https://www.otodom.pl/pl/oferta/apartament-w-historycznej-kamienicy-z-winda-ID4vcMx,Apartament w historycznej kamienicy z windą,3796516.0,111.83,4,2025.0,"['system alarmowy', 'monitoring / ochrona', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda']","['Stradom', 'Stare Miasto', 'Kraków', 'małopolskie']",50.0555706,19.9431804,urban,floor_1,4.0,to_completion,primary,full_ownership,business,otodom_photos/apartament-w-historycznej-kamienicy-z-winda-ID4vcMx/apartament-w-historycznej-kamienicy-z-winda-ID4vcMx_collage.jpg,2025-05-31,-1.0
akacjowa-wita-ID4uirY,https://www.otodom.pl/pl/oferta/akacjowa-wita-ID4uirY,Akacjowa Wita,557466.0,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne', 'Windy']","['Rakowice', 'Prądnik Czerwony', 'Kraków', 'małopolskie']",50.085522899138,19.980287262997,,,,,primary,,business,otodom_photos/akacjowa-wita-ID4uirY/akacjowa-wita-ID4uirY_collage.jpg,2025-05-31,-1.0
3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uCX9,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uCX9,3-pokojowe mieszkanie 69m2 + balkon Bezpośrednio,890752.0,69.59,3,2024.0,"['garaż/miejsce parkingowe', 'balkon', 'winda']","['Kobierzyn', 'Dębniki', 'Kraków', 'małopolskie']",50.010221,19.889567,,floor_1,5.0,to_completion,primary,full_ownership,business,otodom_photos/3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uCX9/3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uCX9_collage.jpg,2025-05-31,-1.0
5-pokojowe-mieszkanie-137m2-2-tarasy-ID4ubq7,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-137m2-2-tarasy-ID4ubq7,5-pokojowe mieszkanie 137m2 + 2 tarasy,1599000.0,137.4,5,2025.0,"['teren zamknięty', 'garaż/miejsce parkingowe', 'dwupoziomowe', 'taras']","['Tonie', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.099268032356,19.911394133073,,floor_1,1.0,to_completion,primary,full_ownership,business,otodom_photos/5-pokojowe-mieszkanie-137m2-2-tarasy-ID4ubq7/5-pokojowe-mieszkanie-137m2-2-tarasy-ID4ubq7_collage.jpg,2025-05-31,-1.0
1-pokojowe-mieszkanie-34m2-bezposrednio-ID4wGKl,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-bezposrednio-ID4wGKl,1-pokojowe mieszkanie 34m2 Bezpośrednio,,34.6,1,2025.0,"['teren zamknięty', 'garaż/miejsce parkingowe', 'winda']","['Grzegórzki', 'Grzegórzki', 'Kraków', 'małopolskie']",50.056528882557,19.95504358532,,ground_floor,3.0,to_completion,primary,full_ownership,business,otodom_photos/1-pokojowe-mieszkanie-34m2-bezposrednio-ID4wGKl/1-pokojowe-mieszkanie-34m2-bezposrednio-ID4wGKl_collage.jpg,2025-05-31,-1.0
1-pokojowe-mieszkanie-26m2-ogrodek-ID4uopD,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-ID4uopD,1-pokojowe mieszkanie 26m2 + ogródek,485000.0,26.34,1,2027.0,"['garaż/miejsce parkingowe', 'taras', 'ogródek', 'winda']","['Wola Duchacka', 'Podgórze Duchackie', 'Kraków', 'małopolskie']",50.015962757839,19.964599360145,,ground_floor,3.0,to_completion,primary,full_ownership,business,otodom_photos/1-pokojowe-mieszkanie-26m2-ogrodek-ID4uopD/1-pokojowe-mieszkanie-26m2-ogrodek-ID4uopD_collage.jpg,2025-05-31,-1.0
2-pokojowe-mieszkanie-36m2-ogrodek-bez-prowizji-ID4ucjZ,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bez-prowizji-ID4ucjZ,2-pokojowe mieszkanie 36m2 + ogródek Bez Prowizji,749000.0,36.44,2,2026.0,"['garaż/miejsce parkingowe', 'taras', 'ogródek', 'winda']","['Prądnik Biały', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.092139600958,19.938867238663,,ground_floor,2.0,to_completion,primary,full_ownership,business,otodom_photos/2-pokojowe-mieszkanie-36m2-ogrodek-bez-prowizji-ID4ucjZ/2-pokojowe-mieszkanie-36m2-ogrodek-bez-prowizji-ID4ucjZ_collage.jpg,2025-05-31,-1.0
portowa-zablocie-ID4ulMd,https://www.otodom.pl/pl/oferta/portowa-zablocie-ID4ulMd,Portowa Zabłocie,736396.0,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Zabłocie', 'Podgórze', 'Kraków', 'małopolskie']",50.050599911985,19.970109631833,,,,,primary,,business,otodom_photos/portowa-zablocie-ID4ulMd/portowa-zablocie-ID4ulMd_collage.jpg,2025-05-31,8.0
bunscha-residence-ID4uatP,https://www.otodom.pl/pl/oferta/bunscha-residence-ID4uatP,Bunscha Residence,526674.0,,0,,"['Miejsce parkingowe podziemne', 'Windy']","['Ruczaj', 'Dębniki', 'Kraków', 'małopolskie']",50.016686426068,19.888540337933,,,,,primary,,business,otodom_photos/bunscha-residence-ID4uatP/bunscha-residence-ID4uatP_collage.jpg,2025-05-31,8.0
skowronia-3-ID4uhM2,https://www.otodom.pl/pl/oferta/skowronia-3-ID4uhM2,Skowronia 3,,,0,,"['Miejsce parkingowe podziemne', 'Miejsce parkingowe naziemne']","['Wola Duchacka', 'Podgórze Duchackie', 'Kraków', 'małopolskie']",50.025330729202,19.967630505532,,,,,primary,,business,otodom_photos/skowronia-3-ID4uhM2/skowronia-3-ID4uhM2_collage.jpg,2025-05-31,9.0
